l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
4039,63297,8310,3,9,11342.61,0.1,0.01,N,O,3/8/1998,2/5/1998,4/5/1998,TAKE BACK RETURN,FOB,pecial packages unwind furiously above th
4039,27080,9583,4,43,43304.44,0.01,0.02,N,O,1/2/1998,12/22/1997,1/15/1998,NONE,FOB,nts. slyly regular
4039,133273,3274,5,43,56169.61,0.09,0,N,O,1/20/1998,1/11/1998,2/5/1998,COLLECT COD,SHIP,d furiously. slyly bold 
4064,198313,833,1,3,4233.93,0.1,0.04,N,O,1/4/1997,1/1/1997,1/23/1997,NONE,SHIP, deposits. slyl
4064,39472,1976,2,15,21172.05,0.02,0.02,N,O,11/9/1996,12/4/1996,11/18/1996,DELIVER IN PERSON,MAIL,boost furiously quickly regular platel
4064,196654,1693,3,32,56020.8,0.04,0.07,N,O,1/14/1997,1/1/1997,1/21/1997,COLLECT COD,REG AIR,leep slyly along 
4064,162125,9674,4,24,28490.88,0.02,0.02,N,O,1/1/1997,12/31/1996,1/23/1997,DELIVER IN PERSON,SHIP, alongside of the
4064,20658,659,5,12,18943.8,0.08,0.08,N,O,2/8/1997,12/18/1996,3/6/1997,TAKE BACK RETURN,RAIL,es haggle slyly fina
4064,183388,943,6,46,67683.48,0.03,0,N,O,10/13/1996,1/5/1997,11/6/1996,DELIVER IN PERSON,REG AIR,: carefully regula
4064,199699,2219,7,9,16188.21,0.01,0.06,N,O,12/17/1996,12/13/1996,1/12/1997,NONE,AIR, cajole sly
4065,137373,7374,1,14,19745.18,0.04,0.02,A,F,8/22/1994,7/29/1994,9/19/1994,DELIVER IN PERSON,TRUCK,arefully final depen
4065,14060,4061,2,46,44806.76,0.03,0.05,A,F,6/29/1994,8/1/1994,7/3/1994,TAKE BACK RETURN,SHIP,r deposits; ironic frets are carefully
4065,96443,1462,3,33,47501.52,0,0.03,A,F,9/3/1994,8/16/1994,9/13/1994,DELIVER IN PERSON,AIR,structions sl
4065,106463,1484,4,8,11755.68,0,0.01,R,F,10/4/1994,8/5/1994,10/25/1994,TAKE BACK RETURN,SHIP,. slyly bold requests
4065,122670,2671,5,29,49087.43,0.02,0.07,A,F,6/29/1994,8/19/1994,7/17/1994,NONE,RAIL,fter the furiously express p
4065,109059,4080,6,16,17088.8,0.05,0,R,F,8/25/1994,8/6/1994,9/9/1994,COLLECT COD,TRUCK,even packages are fluffily furi
4065,143199,8228,7,11,13664.09,0.1,0.04,A,F,7/25/1994,8/2/1994,7/30/1994,NONE,RAIL,s eat slyly express 
4066,138329,5869,1,9,12305.88,0.01,0.05,N,O,5/6/1997,3/25/1997,5/27/1997,COLLECT COD,FOB,"y bold excuses. unusual, fina"
4066,92550,5060,2,19,29308.45,0.05,0,N,O,5/13/1997,4/17/1997,6/8/1997,NONE,TRUCK, accounts wake fur
4066,75789,804,3,8,14118.24,0.03,0.03,N,O,4/24/1997,3/11/1997,5/20/1997,NONE,REG AIR," the regular, enticing sentim"
4066,178139,657,4,49,59639.37,0.01,0.01,N,O,2/17/1997,3/24/1997,2/19/1997,NONE,TRUCK,accounts. idle accounts are ruthlessly 
4066,170234,235,5,43,56081.89,0.05,0.02,N,O,2/16/1997,4/14/1997,2/18/1997,DELIVER IN PERSON,MAIL,l deposits cajole. furiously p
4066,108491,1002,6,44,65977.56,0.01,0,N,O,3/1/1997,4/27/1997,3/29/1997,DELIVER IN PERSON,MAIL,jole fluffily. deposits 
4067,179063,9064,1,18,20557.08,0.03,0.08,A,F,1/24/1993,12/23/1992,2/20/1993,TAKE BACK RETURN,FOB,ns. regular instructions hag
4067,95338,2866,2,14,18666.62,0,0,R,F,2/3/1993,12/2/1992,2/7/1993,TAKE BACK RETURN,TRUCK, final packages play daringly regular dep
4067,140221,7764,3,17,21440.74,0.03,0.05,A,F,1/26/1993,11/23/1992,1/27/1993,NONE,REG AIR,e according to the accounts. f
4067,89682,2191,4,40,66867.2,0.07,0.08,R,F,1/9/1993,11/21/1992,1/16/1993,DELIVER IN PERSON,TRUCK,thely regular requests across the quic
4067,84828,9845,5,17,30817.94,0.08,0.03,A,F,1/20/1993,12/29/1992,2/3/1993,DELIVER IN PERSON,REG AIR, haggle carefully against th
4067,95501,8011,6,12,17958,0.04,0.03,A,F,12/12/1992,11/28/1992,12/15/1992,DELIVER IN PERSON,AIR,ally against the caref
4067,82675,5184,7,17,28180.39,0.01,0.01,R,F,12/12/1992,12/23/1992,12/30/1992,NONE,AIR,"r, express dolphins. slyly special pi"
4068,109101,9102,1,43,47734.3,0.05,0.06,N,O,11/28/1996,11/16/1996,12/22/1996,NONE,AIR,blithely final dependencies boost
4068,56989,9495,2,31,60325.38,0.08,0.03,N,O,12/11/1996,12/7/1996,12/30/1996,NONE,SHIP,d asymptotes. regularl
4069,128033,5570,1,39,41380.17,0.09,0.02,R,F,9/6/1992,7/22/1992,9/25/1992,COLLECT COD,SHIP, pending packages are carefully bol
4069,42553,2554,2,32,47857.6,0.1,0.08,A,F,6/18/1992,7/20/1992,7/7/1992,TAKE BACK RETURN,TRUCK, deposits sle
4069,185023,7542,3,3,3324.06,0.06,0.01,R,F,7/26/1992,7/7/1992,8/4/1992,COLLECT COD,FOB, the slyly express
4069,78465,3480,4,22,31756.12,0.1,0.05,A,F,8/5/1992,8/4/1992,8/25/1992,COLLECT COD,SHIP,inal requests cajole quickly 
4069,156895,9411,5,50,97594.5,0.09,0.06,A,F,7/26/1992,6/30/1992,8/1/1992,TAKE BACK RETURN,REG AIR,"s alongside of the special, expre"
4069,124947,2484,6,3,5915.82,0.02,0.01,A,F,5/24/1992,6/18/1992,6/12/1992,COLLECT COD,MAIL,along the carefully regular excuses s
4069,183483,6002,7,50,78324,0,0.01,R,F,9/3/1992,6/14/1992,10/1/1992,NONE,REG AIR,odolites sleep against t
4070,182612,7649,1,2,3389.22,0.09,0.08,N,O,8/3/1995,9/10/1995,8/17/1995,TAKE BACK RETURN,REG AIR,g pains are 
4070,154868,7384,2,40,76914.4,0.07,0.07,N,O,7/13/1995,7/23/1995,8/6/1995,COLLECT COD,MAIL,. fluffily fluffy packages 
4070,61774,1775,3,11,19093.47,0,0.08,N,O,8/23/1995,8/15/1995,8/31/1995,TAKE BACK RETURN,MAIL,d under the slowly re
4070,28495,998,4,46,65480.54,0.02,0.02,N,O,6/22/1995,7/14/1995,7/11/1995,DELIVER IN PERSON,REG AIR,y regular pinto beans
4071,111872,9406,1,22,41445.14,0.02,0.07,N,O,10/31/1996,12/14/1996,11/5/1996,NONE,REG AIR,ong the quickly express excuses wake s
4071,17736,5240,2,47,77725.31,0,0.03,N,O,11/4/1996,12/9/1996,11/16/1996,NONE,TRUCK,ven packages. carefully regul
4096,26850,4357,1,31,55082.35,0.1,0.02,A,F,7/14/1992,9/3/1992,7/31/1992,COLLECT COD,TRUCK, special requests. carefully si
4096,56025,3541,2,17,16677.34,0.07,0.03,R,F,9/30/1992,8/11/1992,10/11/1992,TAKE BACK RETURN,REG AIR,final packages use quickly 
4096,8635,8636,3,21,32416.23,0.08,0,A,F,8/24/1992,9/4/1992,9/11/1992,DELIVER IN PERSON,MAIL,wake boldly 
4096,127636,149,4,20,33272.6,0.02,0.07,R,F,8/24/1992,9/13/1992,8/28/1992,DELIVER IN PERSON,TRUCK,ording to the requests. requests thrash car
4097,73486,3487,1,50,72974,0.04,0.04,N,O,8/31/1996,8/14/1996,9/27/1996,DELIVER IN PERSON,MAIL,ual ideas. busily bold deposits w
4097,73230,5738,2,46,55348.58,0.1,0.01,N,O,7/29/1996,8/19/1996,8/25/1996,COLLECT COD,AIR,onic depende
4097,173706,1258,3,42,74747.4,0.06,0.06,N,O,8/11/1996,7/30/1996,8/15/1996,NONE,FOB,carefully slow packages. slyly regular 
4098,199417,9418,1,46,69754.86,0.07,0.03,N,O,1/26/1997,1/27/1997,2/13/1997,TAKE BACK RETURN,SHIP,s along the unusual instructions sleep 
4099,3007,5508,1,29,26390,0.09,0.07,R,F,11/21/1992,11/4/1992,11/30/1992,NONE,FOB,ely silent forges. evenly bold platelets
4099,136994,4534,2,3,6092.97,0.04,0.06,A,F,9/12/1992,10/18/1992,10/1/1992,NONE,RAIL,e. deposits cajole blith
4099,50012,7528,3,36,34632.36,0.06,0.06,R,F,11/6/1992,9/28/1992,12/2/1992,NONE,FOB,quests detect blithely after the i
4099,138940,6480,4,7,13852.58,0.05,0.02,A,F,9/12/1992,11/13/1992,9/14/1992,TAKE BACK RETURN,AIR,against the slyly quick accou
4099,162936,7969,5,48,95948.64,0,0.02,R,F,10/18/1992,10/14/1992,11/1/1992,NONE,REG AIR,ages use doggedly special dependen
4099,58106,8107,6,39,41499.9,0.07,0.02,R,F,12/13/1992,11/13/1992,12/26/1992,DELIVER IN PERSON,REG AIR,"after the regular, final accounts. e"
4099,179228,6780,7,46,60132.12,0.06,0.07,R,F,10/29/1992,11/3/1992,11/10/1992,DELIVER IN PERSON,REG AIR, ironic requests h
4100,73624,3625,1,4,6390.48,0.03,0.03,N,O,6/20/1996,4/29/1996,6/21/1996,TAKE BACK RETURN,FOB,p after the carefully r
4101,114376,9399,1,22,30588.14,0.05,0.02,R,F,2/2/1994,2/19/1994,2/12/1994,COLLECT COD,AIR, for the accounts. carefully fin
4102,9762,2263,1,17,28419.92,0.02,0.02,N,O,6/3/1996,5/6/1996,7/2/1996,COLLECT COD,AIR,r accounts are busily silent accounts. 
4102,68535,1042,2,5,7517.65,0.08,0.02,N,O,5/11/1996,5/11/1996,5/16/1996,COLLECT COD,AIR,depths. carefully e
4102,66779,1792,3,39,68085.03,0.08,0.01,N,O,4/14/1996,5/18/1996,4/20/1996,DELIVER IN PERSON,AIR,sleep furiously among the sl
4102,139097,1611,4,39,44307.51,0.02,0,N,O,6/15/1996,6/6/1996,6/30/1996,DELIVER IN PERSON,SHIP,es. carefully pending deposit
4102,175,5176,5,32,34405.44,0.08,0.01,N,O,5/14/1996,4/29/1996,5/29/1996,NONE,RAIL,instructions sleep regular theodo
4102,136116,1143,6,7,8064.77,0.02,0.01,N,O,6/19/1996,5/21/1996,7/15/1996,NONE,REG AIR,thely bold requests. slyly iro
4103,74738,9753,1,40,68509.2,0.05,0.03,R,F,9/19/1992,8/14/1992,9/21/1992,COLLECT COD,RAIL,ounts? special packages hang. slyly unus
4128,195824,8344,1,5,9599.1,0.04,0.04,N,O,10/18/1995,11/28/1995,10/28/1995,TAKE BACK RETURN,FOB,cross the furiou
4129,55253,2769,1,32,38664,0.03,0.04,A,F,9/16/1993,8/25/1993,9/25/1993,TAKE BACK RETURN,MAIL,fter the bli
4129,26905,1910,2,39,71444.1,0.06,0.07,R,F,10/21/1993,8/4/1993,10/29/1993,COLLECT COD,MAIL,slyly regular accounts boost blithely. 
4130,177966,5518,1,44,89934.24,0.07,0.04,N,O,5/14/1996,4/15/1996,5/15/1996,COLLECT COD,TRUCK,ly ironic accoun
4130,62910,7923,2,2,3745.82,0.05,0.06,N,O,5/19/1996,4/24/1996,6/17/1996,TAKE BACK RETURN,RAIL,s according to the ironic theodolites s
4131,49740,2245,1,6,10138.44,0.05,0.01,N,O,4/27/1998,4/18/1998,4/29/1998,TAKE BACK RETURN,MAIL,ress deposits. furiously r
4131,177535,53,2,32,51600.96,0.08,0.01,N,O,3/2/1998,3/21/1998,3/7/1998,TAKE BACK RETURN,TRUCK,ely final theodolites about the reque
4131,25254,2761,3,25,29481.25,0.02,0.07,N,O,2/24/1998,3/1/1998,2/27/1998,TAKE BACK RETURN,FOB, silent re
4131,35077,84,4,8,8096.56,0.04,0.01,N,O,3/3/1998,3/15/1998,3/26/1998,COLLECT COD,FOB,hely pending excuses. careful
4131,124360,4361,5,30,41530.8,0.01,0.01,N,O,4/1/1998,4/13/1998,4/8/1998,TAKE BACK RETURN,FOB,ctions detect blithely un
4131,101926,6947,6,47,90612.24,0.02,0,N,O,3/9/1998,4/5/1998,3/13/1998,TAKE BACK RETURN,RAIL,al courts. carefully
4132,137396,9910,1,28,40134.92,0.07,0.03,N,O,8/16/1995,8/1/1995,8/29/1995,TAKE BACK RETURN,SHIP,the unusual accounts. blithely fluffy foxes
4132,14238,1742,2,23,26501.29,0.07,0.07,N,O,6/27/1995,7/27/1995,7/13/1995,TAKE BACK RETURN,FOB,totes nag slyly regular dolphins. carefully
4132,86626,1643,3,18,29027.16,0.09,0.04,A,F,6/1/1995,8/1/1995,6/2/1995,TAKE BACK RETURN,RAIL,ronic pint
4133,23646,3647,1,35,54937.4,0.02,0,A,F,11/25/1992,9/15/1992,12/25/1992,NONE,AIR,ffix. fluffily regular packages belie
4134,120218,7755,1,34,42099.14,0.02,0.05,R,F,4/29/1995,3/13/1995,5/11/1995,DELIVER IN PERSON,FOB,osits. fluffily unusual dependenc
4134,95661,3189,2,34,56326.44,0.01,0.03,A,F,5/6/1995,3/28/1995,5/13/1995,DELIVER IN PERSON,SHIP,"ar, pending requests. furiously e"
4134,170507,8059,3,12,18930,0.05,0.04,A,F,3/19/1995,3/27/1995,4/14/1995,COLLECT COD,TRUCK,es cajole deposits. busy depen
4134,99989,7517,4,45,89504.1,0.08,0.02,A,F,4/11/1995,3/27/1995,4/17/1995,TAKE BACK RETURN,MAIL, fluffily 
4135,1947,1948,1,23,42525.62,0.06,0.01,N,O,4/9/1997,5/12/1997,4/16/1997,TAKE BACK RETURN,FOB,ingly across the slyly regular th
4135,119317,9318,2,32,42761.92,0.07,0,N,O,3/14/1997,4/23/1997,4/12/1997,TAKE BACK RETURN,TRUCK,y. blithely regular accounts bo
4135,159231,4262,3,33,42577.59,0.05,0.05,N,O,5/1/1997,5/23/1997,5/23/1997,DELIVER IN PERSON,AIR,dolites bo
4135,194719,4720,4,13,23578.23,0.04,0.07,N,O,3/16/1997,5/19/1997,4/3/1997,COLLECT COD,RAIL,arefully final account
4160,112413,7436,1,25,35635.25,0.1,0.04,N,O,9/22/1996,10/17/1996,9/24/1996,NONE,SHIP,theodolites wake against
4160,121668,4181,2,12,20275.92,0,0.03,N,O,11/22/1996,9/25/1996,12/10/1996,DELIVER IN PERSON,REG AIR,thely final re
4160,62498,2499,3,48,70103.52,0.04,0.04,N,O,9/19/1996,11/2/1996,9/24/1996,COLLECT COD,FOB,onic grouches. car
4161,121535,4048,1,12,18678.36,0.08,0.02,R,F,8/25/1993,10/4/1993,9/22/1993,COLLECT COD,RAIL,nal multipliers n
4161,27319,9822,2,47,58576.57,0.05,0,A,F,12/20/1993,10/29/1993,1/19/1994,TAKE BACK RETURN,RAIL, accounts. regular requests cajole careful
4161,137027,9541,3,42,44688.84,0.03,0.04,R,F,11/12/1993,10/4/1993,11/27/1993,COLLECT COD,MAIL,he blithely special deposits sleep fluffil
4161,9463,4464,4,45,61760.7,0.02,0.06,A,F,10/22/1993,10/17/1993,10/30/1993,COLLECT COD,REG AIR,ers. blithely final instructions sleep 
4161,28343,8344,5,46,58481.64,0.05,0.01,A,F,11/9/1993,11/17/1993,11/17/1993,TAKE BACK RETURN,TRUCK,es. slyly special packages are above th
4161,147061,7062,6,19,21053.14,0.07,0,R,F,8/22/1993,11/11/1993,9/1/1993,TAKE BACK RETURN,REG AIR,y alongside of
4162,73106,8121,1,45,48559.5,0.1,0.07,A,F,3/21/1992,5/2/1992,3/29/1992,DELIVER IN PERSON,AIR,gular deposits ought t
4162,89349,9350,2,29,38811.86,0,0.05,R,F,2/25/1992,4/25/1992,3/17/1992,NONE,REG AIR,e even asymptotes. special inst
4163,32870,2871,1,13,23437.31,0.08,0.03,A,F,2/17/1993,3/13/1993,3/15/1993,DELIVER IN PERSON,REG AIR,above the furiously regular escap
4164,119658,4681,1,9,15098.85,0.07,0.02,N,O,8/25/1998,8/13/1998,9/19/1998,DELIVER IN PERSON,SHIP,rding to the carefully final requ
4165,40102,103,1,12,12505.2,0,0.01,N,O,9/20/1997,10/20/1997,10/12/1997,TAKE BACK RETURN,REG AIR," the regular deposits. regular, unusual id"
4166,140721,8264,1,8,14093.76,0,0.08,A,F,6/5/1993,4/10/1993,7/5/1993,COLLECT COD,MAIL,ymptotes alongside of the b
4166,92165,4675,2,8,9257.28,0.06,0.04,A,F,6/7/1993,4/17/1993,6/16/1993,DELIVER IN PERSON,REG AIR, even accounts kindle furiously. b
4166,6324,8825,3,17,20915.44,0.02,0.06,R,F,6/29/1993,5/15/1993,7/24/1993,DELIVER IN PERSON,SHIP,eep slyly a
4166,85553,3078,4,36,55387.8,0.06,0.05,R,F,3/1/1993,5/25/1993,3/5/1993,COLLECT COD,MAIL,ites nag carefully silent requests
4166,76379,1394,5,5,6776.85,0.08,0.01,A,F,6/19/1993,4/24/1993,6/27/1993,NONE,REG AIR,ly. special pearls sleep furiously pe
4166,101840,4351,6,6,11051.04,0.04,0.08,R,F,4/30/1993,4/17/1993,5/8/1993,DELIVER IN PERSON,MAIL,sual deposits above the slyly bold packag
4166,23149,3150,7,26,27875.64,0.09,0.01,R,F,3/17/1993,5/9/1993,3/25/1993,NONE,MAIL,ully. furiously unu
4167,60623,5636,1,47,74430.14,0.04,0.02,N,O,8/2/1998,8/24/1998,8/28/1998,DELIVER IN PERSON,REG AIR,thely regular deposits cajole furious
4167,86504,6505,2,17,25338.5,0.06,0.07,N,O,9/18/1998,9/6/1998,10/7/1998,COLLECT COD,REG AIR,fluffily regular deposit
4167,72505,5013,3,1,1477.5,0.03,0.06,N,O,10/11/1998,8/14/1998,10/13/1998,COLLECT COD,TRUCK,the bravely regular deposit
4192,10837,8341,1,36,62921.88,0.06,0.08,N,O,4/25/1998,5/26/1998,5/3/1998,COLLECT COD,TRUCK,ithely bold dep
4192,120696,3209,2,15,25750.35,0.04,0.08,N,O,6/26/1998,5/26/1998,7/16/1998,COLLECT COD,AIR, the regular deposits. blithely unusual p
4192,134922,9949,3,7,13698.44,0.06,0.03,N,O,5/19/1998,7/8/1998,5/31/1998,COLLECT COD,FOB,ggle fluffily daring requests. steal
4192,23256,8261,4,32,37736,0.09,0.04,N,O,6/23/1998,6/25/1998,7/17/1998,NONE,FOB,rding to the carefully final requ
4192,47037,4550,5,48,47233.44,0.08,0.01,N,O,8/17/1998,7/11/1998,9/3/1998,NONE,AIR, use until the re
4192,149567,2082,6,44,71128.64,0.1,0.02,N,O,8/6/1998,7/9/1998,8/20/1998,NONE,FOB,arefully ironi
4192,169807,7356,7,27,50673.6,0.02,0,N,O,7/3/1998,6/26/1998,7/13/1998,TAKE BACK RETURN,AIR,t according to the furiously fi
4193,130286,7826,1,37,48702.36,0.09,0.06,A,F,4/25/1994,2/24/1994,5/8/1994,NONE,AIR,nding deposits. furiously bold foxes alo
4193,116403,3937,2,3,4258.2,0.09,0.05,R,F,4/29/1994,3/20/1994,5/29/1994,TAKE BACK RETURN,REG AIR,y express ideas boos
4193,178441,8442,3,10,15194.4,0.06,0.03,A,F,2/10/1994,3/22/1994,3/9/1994,COLLECT COD,RAIL,y. quickly
4193,50040,2546,4,29,28711.16,0.09,0.05,A,F,2/11/1994,3/11/1994,3/13/1994,TAKE BACK RETURN,RAIL,y silent foxes dazzle caref
4193,19877,4880,5,50,89843.5,0.01,0.01,R,F,4/28/1994,3/23/1994,5/9/1994,NONE,FOB,oss the slyly express requests wake
4193,65248,2767,6,21,25478.04,0.02,0.04,R,F,4/26/1994,3/22/1994,5/23/1994,DELIVER IN PERSON,TRUCK,ly final deposits
4194,196755,4313,1,43,79625.25,0.08,0.06,A,F,11/6/1994,12/9/1994,11/16/1994,NONE,TRUCK,lets hang. fluffily even
4194,46577,1586,2,18,27424.26,0.07,0.07,A,F,2/14/1995,12/4/1994,3/11/1995,TAKE BACK RETURN,TRUCK,tions. furiously even ac
4195,5693,8194,1,14,22381.66,0.09,0.04,R,F,9/6/1993,7/21/1993,9/18/1993,DELIVER IN PERSON,REG AIR,he fluffily pending ideas. always 
4195,65973,3492,2,22,42657.34,0.1,0.08,R,F,7/1/1993,7/23/1993,7/28/1993,COLLECT COD,RAIL," regular, silent pack"
4195,193646,1204,3,19,33053.16,0.01,0.06,R,F,9/6/1993,8/13/1993,9/15/1993,TAKE BACK RETURN,REG AIR,yly about the express instructions. pendi
4196,155079,7595,1,30,34022.1,0.02,0.06,N,O,8/9/1998,6/30/1998,9/5/1998,COLLECT COD,SHIP,gular foxes. bl
4196,8234,5735,2,31,35409.13,0.09,0.08,N,O,6/12/1998,7/28/1998,7/11/1998,NONE,MAIL,sleep blithely. furiously e
4196,177505,7506,3,46,72795,0.05,0,N,O,9/5/1998,6/28/1998,9/10/1998,TAKE BACK RETURN,MAIL,iously. carefu
4196,113898,6410,4,42,80299.38,0.04,0.06,N,O,8/13/1998,7/18/1998,9/7/1998,TAKE BACK RETURN,AIR,lphins sleep carefully express foxes.
4196,71690,4198,5,3,4985.07,0.01,0.03,N,O,5/17/1998,7/21/1998,5/18/1998,DELIVER IN PERSON,TRUCK,ve the furiou
4196,86060,8569,6,43,44980.58,0.01,0.06,N,O,8/12/1998,7/12/1998,8/22/1998,DELIVER IN PERSON,FOB," regular, pendi"
4196,3066,567,7,3,2907.18,0,0.06,N,O,8/5/1998,7/28/1998,8/15/1998,DELIVER IN PERSON,REG AIR,ccording to the blithely special realms. u
4197,128035,3060,1,50,53151.5,0.06,0.03,N,O,11/15/1996,11/1/1996,11/20/1996,NONE,FOB,"ackages haggle fluffily. final, unusua"
4197,69664,2171,2,39,63712.74,0.02,0.08,N,O,10/7/1996,10/11/1996,10/18/1996,DELIVER IN PERSON,RAIL,e unusual escapades. packages among the 
4197,31921,4425,3,28,51881.76,0.06,0.02,N,O,10/5/1996,10/24/1996,10/22/1996,TAKE BACK RETURN,AIR, dependenci
4197,95301,5302,4,23,29814.9,0,0.03,N,O,9/10/1996,10/10/1996,9/25/1996,NONE,AIR,nto beans. special sheaves about the re
4197,120952,3465,5,37,72999.15,0.03,0.04,N,O,10/20/1996,10/10/1996,11/10/1996,COLLECT COD,TRUCK,ironic dependencies wake. unu
4197,30658,3162,6,48,76255.2,0.08,0,N,O,10/7/1996,10/25/1996,10/23/1996,COLLECT COD,REG AIR,he slyly silent realms. special 
4198,145163,192,1,48,57991.68,0.09,0.05,N,O,9/3/1997,7/18/1997,9/11/1997,NONE,REG AIR,sts. carefully special pinto beans
4198,142247,7276,2,46,59305.04,0.09,0.01,N,O,8/17/1997,9/8/1997,9/11/1997,COLLECT COD,TRUCK,s the pending g
4198,144524,2067,3,13,20390.76,0.03,0.04,N,O,7/18/1997,7/24/1997,8/10/1997,NONE,REG AIR,ven requests detect f
4199,69662,7181,1,16,26106.56,0.1,0,A,F,6/11/1992,4/10/1992,7/10/1992,COLLECT COD,TRUCK, could have to haggle ironic theo
4199,8840,8841,2,18,31479.12,0,0.01,A,F,6/1/1992,3/30/1992,6/28/1992,DELIVER IN PERSON,RAIL,fter the carefully silent deposits c
4224,198265,8266,1,27,36808.02,0.05,0.03,N,O,9/5/1997,8/19/1997,9/30/1997,NONE,SHIP,uests are. blithely bold acco
4224,36701,4211,2,20,32754,0.07,0.05,N,O,11/9/1997,8/23/1997,11/14/1997,NONE,FOB,slyly express packages. furiously regul
4224,23726,1233,3,4,6598.88,0.08,0.05,N,O,9/7/1997,9/5/1997,9/25/1997,TAKE BACK RETURN,FOB,unusual dependencies 
4224,159653,7199,4,50,85632.5,0.1,0.06,N,O,7/30/1997,9/10/1997,8/19/1997,COLLECT COD,RAIL,the carefully quiet accounts. sl
4224,84136,6645,5,48,53766.24,0,0.04,N,O,10/3/1997,8/31/1997,10/10/1997,NONE,RAIL, accounts are slyly. furiously sly p
4225,48772,6285,1,25,43019.25,0.08,0.04,N,O,7/10/1997,8/8/1997,7/31/1997,TAKE BACK RETURN,TRUCK,ss theodolites cajole. slyly special req
4225,95002,7512,2,23,22931,0.02,0.04,N,O,9/18/1997,8/31/1997,10/11/1997,TAKE BACK RETURN,RAIL,ular deposi
4225,97926,436,3,28,53869.76,0.08,0.03,N,O,7/11/1997,9/1/1997,8/3/1997,DELIVER IN PERSON,FOB," ironic, unusual requests. blithe"
4226,187065,9584,1,27,31105.62,0.06,0.08,A,F,5/3/1993,4/12/1993,5/16/1993,COLLECT COD,AIR, ruthless packages. slyly final ideas
4227,157199,9715,1,19,23867.61,0.01,0.08,A,F,5/5/1995,5/3/1995,5/22/1995,COLLECT COD,REG AIR, pinto beans. permanently even courts boos
4227,32622,2623,2,8,12436.96,0.09,0,N,F,6/11/1995,4/30/1995,6/28/1995,COLLECT COD,REG AIR,theodolites cajole after th
4227,74624,4625,3,11,17584.82,0.1,0.04,A,F,3/30/1995,5/2/1995,4/26/1995,DELIVER IN PERSON,SHIP,thely even dependencies after the inst
4227,199283,6841,4,2,2764.56,0.02,0.05,R,F,4/24/1995,5/9/1995,5/21/1995,DELIVER IN PERSON,AIR,nts. final
4227,146835,4378,5,49,92209.67,0.05,0.06,R,F,5/19/1995,4/12/1995,6/12/1995,TAKE BACK RETURN,REG AIR,symptotes x-ray about the blithely special
4228,140949,8492,1,20,39798.8,0,0.06,N,O,4/24/1997,5/29/1997,5/17/1997,NONE,RAIL,the blithely final deposits. regul
4229,95318,337,1,44,57785.64,0.02,0.05,N,O,5/29/1998,5/12/1998,6/16/1998,DELIVER IN PERSON,AIR,usly express p
4229,4570,7071,2,34,50135.38,0.07,0.05,N,O,5/26/1998,4/13/1998,6/8/1998,DELIVER IN PERSON,MAIL,le along the slyly express pinto be
4230,45124,2637,1,38,40626.56,0.1,0.03,A,F,4/28/1992,4/21/1992,5/28/1992,TAKE BACK RETURN,FOB,unusual foxes sleep fluffily on the quic
4230,198644,6202,2,43,74933.52,0.02,0.08,R,F,3/14/1992,5/13/1992,3/28/1992,NONE,FOB,unusual deposits sublate. final
4230,195055,94,3,10,11500.5,0.06,0.02,A,F,6/11/1992,4/11/1992,7/2/1992,TAKE BACK RETURN,MAIL, the slyly silen
4230,74334,4335,4,28,36633.24,0.01,0.03,R,F,5/12/1992,5/10/1992,6/1/1992,TAKE BACK RETURN,MAIL,y express r
4230,124748,7261,5,50,88637,0,0.01,A,F,3/29/1992,5/19/1992,4/20/1992,TAKE BACK RETURN,SHIP, slyly special asymptotes
4230,34864,9871,6,30,53965.8,0.05,0.07,A,F,3/11/1992,4/29/1992,3/30/1992,NONE,AIR,ely even asymptotes sleep u
4230,151041,1042,7,18,19656.72,0.1,0.04,R,F,6/23/1992,5/10/1992,7/4/1992,COLLECT COD,SHIP,yly unusual the
4231,141535,1536,1,47,74096.91,0.09,0.03,N,O,11/27/1997,1/26/1998,12/17/1997,NONE,REG AIR,. blithely final instruc
4231,165189,222,2,4,5016.72,0.06,0.02,N,O,11/28/1997,1/26/1998,12/12/1997,TAKE BACK RETURN,MAIL,r packages. carefully r
4231,120334,335,3,31,41984.23,0.07,0.08,N,O,2/14/1998,12/27/1997,3/1/1998,DELIVER IN PERSON,FOB,s sleep blithely
4231,39030,4037,4,35,33916.05,0.1,0,N,O,2/21/1998,1/24/1998,3/18/1998,DELIVER IN PERSON,FOB,luffily even platelets u
4256,150384,2900,1,22,31556.36,0.05,0.05,R,F,7/30/1992,5/14/1992,8/14/1992,NONE,TRUCK,uctions was carefully even theodolites
4257,64416,1935,1,3,4141.23,0.1,0.03,N,O,6/18/1995,5/1/1995,7/12/1995,DELIVER IN PERSON,MAIL,ests sleep. even orbits alongside of 
4257,34970,9977,2,5,9524.85,0.01,0.04,R,F,4/29/1995,6/5/1995,5/13/1995,TAKE BACK RETURN,TRUCK,sits sleep. fluffily ir
4257,127007,7008,3,33,34122,0.03,0.04,A,F,5/23/1995,5/3/1995,5/31/1995,COLLECT COD,AIR,furiously regular accounts
