o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
19333,40160,F,142988.48,4/20/1993,3-MEDIUM,Clerk#000000582,0,s. pending deposits might haggle furiously
19334,115394,O,161357.26,8/11/1997,3-MEDIUM,Clerk#000000563,0,use carefully final accounts. regularly final foxes cajole ir
19335,72922,O,197208.27,9/11/1997,2-HIGH,Clerk#000000353,0,lar accounts haggle blithely. furiously regular theodolites boost furiou
19360,77771,O,106986.35,10/17/1996,3-MEDIUM,Clerk#000000422,0,s sleep furiously carefully final depths. carefully brave packages against 
19361,135752,F,265355.87,9/24/1992,5-LOW,Clerk#000000989,0,ind quietly even accounts. silently ironic deposits haggl
19362,71116,O,146468.17,8/7/1997,2-HIGH,Clerk#000000852,0,s boost fluffily among the r
19363,34093,O,274733.06,7/6/1995,2-HIGH,Clerk#000000467,0,odolites about the furiously ironic pinto beans sleep furiously about 
19364,118463,O,70291.19,10/17/1997,4-NOT SPECIFIED,Clerk#000000387,0,blithely. carefully careful acco
19365,43811,F,148407.95,1/17/1995,3-MEDIUM,Clerk#000000390,0,refully ironic deposits. quickly
19366,115478,F,175878.31,5/2/1992,4-NOT SPECIFIED,Clerk#000000297,0,"ously about the express, regular pinto beans. quick"
19367,123517,F,69913.19,4/21/1994,2-HIGH,Clerk#000000731,0,ckages according to the furiously express accounts wake along the ironic
19392,69877,O,24483.61,1/14/1997,1-URGENT,Clerk#000000394,0,ts; blithely unusual instructions use quickly. fluffil
19393,55243,F,56288.48,1/15/1995,2-HIGH,Clerk#000000775,0,"dugouts nag quickly. ironic, even packages dazzle about the pinto beans. furio"
19394,114886,F,198744.28,12/26/1992,3-MEDIUM,Clerk#000000379,0,ccounts. frets wake quickly slyly even requests. slyly ironic 
19395,56471,O,58400.57,9/15/1995,5-LOW,Clerk#000000195,0,gainst the furiously express deposits promise blithely across the expres
19396,54113,O,55047.32,7/12/1998,3-MEDIUM,Clerk#000000962,0,endencies with the carefully regula
19397,23057,O,146059.69,7/17/1997,2-HIGH,Clerk#000000412,0, are furiously instead of the regular requ
19398,59026,F,196939.45,8/3/1994,2-HIGH,Clerk#000000759,0,"eas. special, final pac"
19399,71431,F,85177.08,1/27/1994,5-LOW,Clerk#000000809,0,"efully ironic dugouts across the final, even pearls "
19424,65026,P,197810.35,4/10/1995,4-NOT SPECIFIED,Clerk#000000732,0,ld use quickly. furiously bold ac
19425,123428,F,150336.17,9/25/1992,4-NOT SPECIFIED,Clerk#000000537,0,oxes wake blithely. slyly special requests are carefully according to the fur
19426,87764,O,160161.95,11/9/1997,1-URGENT,Clerk#000000930,0,hely special packages. blithely special 
19427,85267,O,129176.57,5/19/1998,2-HIGH,Clerk#000000626,0,"regular, pending asymptotes haggle never. fluffily regular notornis ar"
19428,123698,F,61264.16,5/5/1993,3-MEDIUM,Clerk#000000813,0, quickly thin decoys against the ideas integrate carefully foxes. 
19429,131726,F,262305.73,8/25/1994,4-NOT SPECIFIED,Clerk#000000329,0,tes. furious excuses engage furiously. express requests sublate c
19430,58105,F,107968.2,11/14/1993,1-URGENT,Clerk#000000060,0, integrate carefully alongside of the carefully special foxes. fluffily unu
19431,41365,F,181610.45,5/24/1994,4-NOT SPECIFIED,Clerk#000000104,0,carefully bold foxes x-ray carefully a
19456,120113,O,263053.14,7/6/1996,5-LOW,Clerk#000000600,0, slyly regular patterns cajole fluffily? furiously brave pinto 
19457,24823,F,101606.11,7/13/1994,2-HIGH,Clerk#000000810,0,g requests haggle regularly asymptotes. carefu
19458,17642,O,179940.02,5/25/1996,2-HIGH,Clerk#000000410,0, sleep carefully. slo
19459,107278,O,53327.04,8/26/1996,2-HIGH,Clerk#000000470,0,ond the blithely final ideas. carefully bold courts use blithely. requ
19460,19466,O,331964.26,12/17/1997,2-HIGH,Clerk#000000846,0,ges use across the furio
19461,149369,O,269023.42,7/31/1998,3-MEDIUM,Clerk#000000756,0,ld asymptotes boost furiously regular accounts. carefully fu
19462,34502,O,96632.61,9/21/1995,3-MEDIUM,Clerk#000000605,0,s. platelets are across the furiously even theodolites
19463,114224,O,15085.66,4/19/1996,5-LOW,Clerk#000000605,0,ding to the quickly final ideas. furiously regular requ
19488,51064,O,263115.58,7/10/1998,1-URGENT,Clerk#000000627,0,. ironic requests haggle fluffily along the quickly bold foxes. carefully unu
19489,64528,O,242396.15,4/2/1998,4-NOT SPECIFIED,Clerk#000000532,0,ost blithely slyly pending dependencies. final pinto beans sleep slyly. silent
19490,8866,O,70136.28,8/18/1996,1-URGENT,Clerk#000000639,0,he slyly regular id
19491,36581,F,21614.56,10/19/1993,3-MEDIUM,Clerk#000000988,0,kly. quickly special 
19492,116342,F,307561.47,12/13/1993,2-HIGH,Clerk#000000901,0,carefully blithely special packages. packages wake about the quic
19493,108680,F,139511.2,2/3/1994,1-URGENT,Clerk#000000525,0, pending deposits. final pinto beans are among 
19494,26167,F,62000.51,1/13/1993,2-HIGH,Clerk#000000470,0,slyly regular platelets haggle after the
19495,132046,O,78092.7,1/18/1998,3-MEDIUM,Clerk#000000394,0,y slyly pending theodolites. furi
19520,24493,F,45675.25,5/2/1992,5-LOW,Clerk#000000257,0,o beans are carefully packages. carefully fina
19521,50863,F,138596.04,11/24/1994,4-NOT SPECIFIED,Clerk#000000634,0,inal dolphins sleep slyl
19522,130799,F,65473.25,10/21/1994,3-MEDIUM,Clerk#000000556,0,equests. theodolites would are furiously ironic dependencie
19523,72469,O,114974.68,12/1/1995,2-HIGH,Clerk#000000725,0,iously. blithely unusual accounts boost ironically around the 
19524,126652,F,184709.89,1/15/1993,1-URGENT,Clerk#000000772,0,ts integrate silent ac
19525,123535,O,227437.9,12/3/1997,3-MEDIUM,Clerk#000000949,0, silent foxes with the pending theodolites wake
19526,100138,F,15335.91,9/23/1994,5-LOW,Clerk#000000847,0,"ly. stealthily ironic asymptotes cajole: ironic, iro"
19527,15751,O,160637.75,6/9/1996,3-MEDIUM,Clerk#000000506,0,", bold pinto beans haggle blithely even dependencies! fluffily express"
19552,101635,O,40427.79,9/17/1996,5-LOW,Clerk#000000089,0, unusual theodolites unwind slyly above the carefu
19553,99928,O,69036.86,2/10/1997,2-HIGH,Clerk#000000283,0,ely along the fluffily unusual dependencies. bold ideas above the
19554,85658,F,319801.84,4/15/1995,1-URGENT,Clerk#000000492,0,ages. foxes along the ironic ideas run busily atop the quietly special account
19555,94177,F,226925.9,2/12/1993,5-LOW,Clerk#000000012,0,foxes use quickly. slyly i
19556,25967,F,225342.48,12/31/1993,4-NOT SPECIFIED,Clerk#000000743,0,ajole furiously even
19557,62071,O,328299.33,10/31/1995,5-LOW,Clerk#000000331,0,"equests haggle after the express, regular realms. pinto beans doze carefully a"
19558,122338,F,119940.94,2/26/1995,5-LOW,Clerk#000000769,0,tect after the packages: furiously unusual requests affix.
19559,55066,F,307595.09,4/16/1993,2-HIGH,Clerk#000000945,0,ly bold attainments us
19584,138532,F,157297.05,4/17/1994,1-URGENT,Clerk#000000008,0,r excuses. carefully ironic requests integrate slyly car
19585,128986,O,130217.59,8/19/1997,4-NOT SPECIFIED,Clerk#000000739,0,ests cajole across the careful
19586,47953,F,3585.87,11/2/1992,4-NOT SPECIFIED,Clerk#000000964,0,s would are against the 
19587,126389,F,218616.46,8/25/1994,5-LOW,Clerk#000000306,0, of the carefully regular g
19588,64256,O,176861.37,6/20/1995,2-HIGH,Clerk#000000464,0, the regular requests. furiously p
19589,97945,F,106370.06,8/16/1992,3-MEDIUM,Clerk#000000454,0,lar theodolites wak
19590,34513,O,15489.12,12/1/1997,4-NOT SPECIFIED,Clerk#000000162,0,the furiously special accounts sleep careful
19591,127502,O,68666.11,1/31/1998,1-URGENT,Clerk#000000656,0,nal deposits. ironic pac
19616,21322,O,354294.79,12/23/1995,2-HIGH,Clerk#000000695,0,s deposits. quickly even deposits unwind fluf
19617,6124,F,77228.28,1/21/1992,5-LOW,Clerk#000000973,0, alongside of the quiet foxes are blithely about t
19618,143107,O,133975.46,5/11/1998,1-URGENT,Clerk#000000633,0,ts. even sheaves use furiously arou
19619,96349,O,97288.33,5/30/1996,1-URGENT,Clerk#000000001,0, cajole furiously. idly regular deposits beside 
19620,74263,O,113431.33,4/27/1997,3-MEDIUM,Clerk#000000611,0, blithe foxes breach blithely again
19621,131690,O,273374.51,9/8/1995,1-URGENT,Clerk#000000614,0,y pending theodolites boost quickly around the furious
19622,59209,O,59292.69,8/28/1997,4-NOT SPECIFIED,Clerk#000000752,0,arefully special theodolites. slyly express packages nod furiousl
19623,21242,F,278186.57,2/24/1992,1-URGENT,Clerk#000000530,0, blithely bold pinto beans believe blithely against the care
19648,148504,O,222419.66,10/18/1996,1-URGENT,Clerk#000000204,0,"ts. final, regular platelets boost fluffily final Tiresias. enticin"
19649,51304,P,172091,5/5/1995,2-HIGH,Clerk#000000139,0,ecial pinto beans a
19650,56803,F,102971.28,7/3/1994,2-HIGH,Clerk#000000605,0, ideas detect slyly against the expre
19651,70099,O,319571.61,11/23/1996,5-LOW,Clerk#000000807,0," regular, regular deposits integrate slyly across the idle platelets. regula"
19652,40765,F,255245.97,6/3/1992,1-URGENT,Clerk#000000734,0,"arefully according to the close, u"
19653,72244,F,243115.3,9/12/1992,4-NOT SPECIFIED,Clerk#000000737,0,"ross the furiously bold deposits. ironic, pending platelets solve busily: f"
19654,73393,F,173565.82,1/10/1995,2-HIGH,Clerk#000000646,0," of the final, ironic depo"
19655,36890,F,39495.28,1/12/1994,2-HIGH,Clerk#000000116,0,furiously against the carefully permanent
19680,55813,F,177728.16,9/20/1992,4-NOT SPECIFIED,Clerk#000000836,0,al accounts dazzle furiously a
19681,97285,O,164517.71,12/25/1997,4-NOT SPECIFIED,Clerk#000000854,0,rding to the unusual theodolites. dependencies about t
19682,38522,O,252765.66,2/15/1997,1-URGENT,Clerk#000000353,0,s. deposits wake blithely against the 
19683,37069,F,35618.1,2/7/1994,3-MEDIUM,Clerk#000000965,0,"fix fluffily even, pending instructions. even, final "
19684,40355,F,130299.61,9/2/1993,4-NOT SPECIFIED,Clerk#000000707,0,ing foxes. even requests integrate furiously even braids. regular 
19685,96181,O,50000.39,10/3/1997,2-HIGH,Clerk#000000237,0,"are carefully. idle, express packages affix. furiou"
19686,96752,F,115827.28,8/16/1993,3-MEDIUM,Clerk#000000563,0,ly. express deposits haggle slyly slyly express courts. silently express 
19687,96436,F,268899.06,8/14/1993,3-MEDIUM,Clerk#000000157,0,nstructions. quickly
19712,42847,O,169806.01,1/7/1998,4-NOT SPECIFIED,Clerk#000000370,0,osits. blithely bol
19713,105715,O,53017.37,7/28/1996,3-MEDIUM,Clerk#000000868,0, even deposits. asymptotes
19714,147695,F,250716,9/10/1993,1-URGENT,Clerk#000000544,0,t slyly. furiously final sauternes sleep furiously. packag
19715,104572,F,22169.01,1/23/1992,1-URGENT,Clerk#000000015,0,ecial accounts haggle furiously slowly ironic accounts. pinto beans ac
19716,123152,F,98143.53,9/30/1994,5-LOW,Clerk#000000967,0, busy deposits according to the quick
19717,107302,O,134588.4,7/24/1998,5-LOW,Clerk#000000964,0,n Tiresias among the quickly express ideas sleep bol
19718,117334,F,119899.31,6/25/1992,5-LOW,Clerk#000000095,0,blithely pending asympto
19719,129328,O,158364.13,5/3/1996,5-LOW,Clerk#000000486,0,s are furiously care
19744,104486,F,174320.32,3/15/1993,3-MEDIUM,Clerk#000000853,0,according to the instructions. ca
19745,38048,F,303623.54,12/19/1992,2-HIGH,Clerk#000000845,0,blithely even deposits boost above the
19746,12473,O,55566.66,7/30/1998,3-MEDIUM,Clerk#000000565,0,oxes cajole about the express packages. furiously blithe foxes nag quickly 
19747,81736,O,256353.38,8/7/1996,3-MEDIUM,Clerk#000000796,0,ep carefully according to the final accounts.
19748,13667,F,96624.37,8/5/1993,4-NOT SPECIFIED,Clerk#000000286,0,es about the accounts boost
19749,48250,O,142298.59,4/1/1997,2-HIGH,Clerk#000000560,0,efully against the final platelets. pending requests cajole blithely slyly
19750,23761,F,125553.32,8/12/1994,3-MEDIUM,Clerk#000000847,0,"ag above the regular pearls. express, final waters "
19751,44696,O,242187.64,9/3/1996,5-LOW,Clerk#000000167,0,each across the carefully final instructions: f
19776,2105,O,158243.33,4/29/1996,1-URGENT,Clerk#000000647,0,"ly pending accounts haggle quickly across the ironic, regular packages. blit"
19777,126181,F,142150.54,10/20/1992,4-NOT SPECIFIED,Clerk#000000561,0,l asymptotes. deposits are after the accounts? carefully ironic i
19778,18245,F,265893.89,10/2/1992,1-URGENT,Clerk#000000691,0, sleep against the regul
19779,41516,F,144552.74,5/27/1994,2-HIGH,Clerk#000000992,0,even packages use quickly iron
19780,107266,F,147210.21,2/5/1995,2-HIGH,Clerk#000000301,0,pending multipliers sleep above the
19781,114712,O,85496.54,10/19/1996,1-URGENT,Clerk#000000523,0,the furiously final accounts are against t
19782,14332,F,168242.95,10/19/1992,5-LOW,Clerk#000000067,0,packages wake. carefully s
19783,125843,F,192729.56,9/26/1992,4-NOT SPECIFIED,Clerk#000000956,0,uriously around the slyly ironic dinos. deposits sleep slyly afte
19808,32405,O,232300.01,7/8/1996,1-URGENT,Clerk#000000676,0,le after the silent depen
19809,121237,O,158216.12,8/9/1997,2-HIGH,Clerk#000000101,0," even, silent theodo"
19810,15244,O,4052.49,2/18/1998,5-LOW,Clerk#000000252,0,unusual pinto beans. slowly ironic requests eat
19811,129968,O,377418.63,8/9/1995,5-LOW,Clerk#000000395,0,ending packages boost carefully 
19812,61802,F,169730.04,4/3/1993,5-LOW,Clerk#000000598,0,s alongside of the furiously final deposit
19813,97738,F,234931.73,3/3/1993,1-URGENT,Clerk#000000373,0,slow foxes. slyly final pinto beans are blithel
19814,19871,F,7552.24,4/26/1995,3-MEDIUM,Clerk#000000895,0,final accounts cajole daringly against the slyly silent packages. a
19815,63991,F,190841.28,3/26/1993,4-NOT SPECIFIED,Clerk#000000379,0,uctions haggle alongside of the carefully regular packages
19840,136891,F,106296.63,5/25/1993,1-URGENT,Clerk#000000921,0,slyly even asymptotes. even decoys shall haggle carefully blithely bold reque
19841,658,F,291356.31,12/27/1993,5-LOW,Clerk#000000510,0,usly final accounts. fluffily regular instructions sleep caref
19842,77035,O,368635.81,7/17/1996,4-NOT SPECIFIED,Clerk#000000960,0,"ly. final, final courts would integrate carefully with the slyly iro"
19843,70177,F,200532.55,7/30/1993,3-MEDIUM,Clerk#000000562,0,ests wake blithely. carefully specia
19844,132496,O,335452.41,4/21/1996,5-LOW,Clerk#000000965,0,ackages haggle. pendi
19845,100024,F,163411.94,7/16/1994,3-MEDIUM,Clerk#000000541,0,"yly across the express instructions. busy, bold courts after the carefully fi"
19846,23974,O,338836.66,11/16/1996,5-LOW,Clerk#000000386,0,c foxes unwind furiously un
19847,149054,F,158496.4,2/11/1993,2-HIGH,Clerk#000000451,0,y. ironic deposits among the blithely final re
19872,142474,O,61150.5,3/21/1998,5-LOW,Clerk#000000147,0," the regular, unusual waters. carefully even packages sleep abov"
19873,104444,F,80513.91,11/21/1992,4-NOT SPECIFIED,Clerk#000000908,0,yly bold packages. blithely enticing realms cajole above the care
19874,86566,F,110484.77,6/9/1992,2-HIGH,Clerk#000000767,0, instructions are-- carefully eve
19875,58177,O,360403.61,12/30/1996,2-HIGH,Clerk#000000281,0,egular deposits. furiously unusual foxes sleep furiously. unusual ideas
19876,61124,O,228752.46,7/31/1998,1-URGENT,Clerk#000000186,0, unusual courts are throughout the special the
19877,100085,O,249274.78,6/24/1998,5-LOW,Clerk#000000390,0,ns. blithely special pa
19878,27739,O,171447.08,1/10/1998,4-NOT SPECIFIED,Clerk#000000542,0,"y ironic ideas. final, even platelets slee"
19879,141463,F,136065.67,10/10/1994,1-URGENT,Clerk#000000702,0,fully brave accounts. quickly
19904,59870,O,287475.8,2/24/1998,3-MEDIUM,Clerk#000000318,0,arefully even accounts use around the idly regular p
19905,34157,F,329040.95,8/13/1992,1-URGENT,Clerk#000000783,0,ress accounts boost furiously. carefully regular
19906,15713,F,172983.17,4/11/1994,2-HIGH,Clerk#000000918,0,aggle fluffily unusual pinto be
19907,79901,O,267564.19,6/17/1998,3-MEDIUM,Clerk#000000826,0, pending pearls integrate. asymptotes integrate ca
19908,89386,F,206669.67,1/5/1993,1-URGENT,Clerk#000000314,0,e furiously along the foxes-- ironic foxes snooze care
19909,32159,O,157891.08,9/25/1996,2-HIGH,Clerk#000000397,0,ely ironic dinos! bold instru
19910,33709,P,169989.69,5/4/1995,1-URGENT,Clerk#000000893,0,ackages. express requests 
19911,147052,O,234944.4,10/7/1995,2-HIGH,Clerk#000000719,0,fully ironic deposits. slyly silent accounts boost fur
19936,80090,F,181172.3,11/14/1992,1-URGENT,Clerk#000000507,0,"nusual, unusual packages wake f"
19937,112741,O,26354.7,7/24/1998,4-NOT SPECIFIED,Clerk#000000396,0,"ely final dependencies haggle. final, regular dolphin"
19938,32810,P,370721.8,3/23/1995,2-HIGH,Clerk#000000531,0,#NAME?
19939,22579,O,162981.85,3/28/1997,3-MEDIUM,Clerk#000000235,0,. slyly regular excuses boost furiously 
19940,124312,O,141607.6,7/1/1996,5-LOW,Clerk#000000482,0,ake according to the carefully silent pinto beans. fluffily 
19941,105290,F,225961.39,11/26/1993,4-NOT SPECIFIED,Clerk#000000972,0,"furiously silent accounts nag. daring, final theodolites must have to ha"
19942,50230,O,79536.34,4/15/1998,2-HIGH,Clerk#000000011,0,"slyly ironic requests are slyly. regular, ironic accounts against the re"
19943,3937,F,64190.82,11/25/1994,1-URGENT,Clerk#000000985,0, express deposits. carefully even asymptotes maintain blithel
19968,13555,O,332346.1,12/7/1997,4-NOT SPECIFIED,Clerk#000000765,0,"hely ironic foxes detect blithely along the regular, express "
19969,102127,O,109589.33,5/21/1997,3-MEDIUM,Clerk#000000487,0, quickly even theodolites wake blithely regular 
19970,146869,O,184075.96,11/19/1996,2-HIGH,Clerk#000000762,0,"gular deposits sleep doggedly. unusual, ironic deposits about the slyl"
19971,10889,O,316705.95,6/27/1996,4-NOT SPECIFIED,Clerk#000000265,0,ect above the permanently final pinto beans. fur
19972,6436,F,129998.57,6/17/1992,1-URGENT,Clerk#000000581,0,. blithely special forges are quickly 
19973,16250,O,63572.06,1/14/1996,5-LOW,Clerk#000000607,0," the carefully unusual pinto beans. slyly slow patterns nag even, "
19974,98869,F,209473.43,11/4/1993,2-HIGH,Clerk#000000678,0,ole. furiously even instructions sleep slyly about
19975,125338,F,159926.98,4/11/1994,4-NOT SPECIFIED,Clerk#000000026,0,sual pinto beans nag al
20000,92341,O,66755.59,7/24/1996,2-HIGH,Clerk#000000936,0,ackages haggle slyly above t
20001,62968,F,75832.84,10/25/1992,3-MEDIUM,Clerk#000000197,0,ly ironic forges-- furiously unusual dependencies haggle bl
